moves,winner
d4 d5 c4 c6 Nf3 dxc4 a4 Nf6 Nc3 Bf5 Ne5 e6 Nxc4 Bb4 Bg5 O-O Qb3 a5 e3 Nbd7 Be2 Nb6 O-O Nxc4 Bxc4 Rb8 Rfe1 h6 Bh4 g5 Bg3 Bd6 Bxd6 Qxd6 e4 Ng4 exf5 Qxh2+ Kf1 exf5 Ke2 Qxg2 Kd2 Qxf2+ Ne2 Rbd8 Kc3 Qe3+ Bd3 Rfe8 Kc2 f4 Qxb7 Rb8 Qd7 Nf2 Nxf4 Rxb2+ Kxb2 Nxd3+ Nxd3 Qd2+ Ka3 Qxd3+ Ka2 Qc4+ Ka3 Qb4+ Ka2 Qxa4+ Kb2 Qb4+ Kc2 Rxe1 Rxe1 Qxe1 Qxc6 h5 Qf6 Qe3 Qd8+ Kg7 Qxa5 h4 d5 Qe5 Qd2 h3 d6 h2 d7 h1=Q d8=Q Qc6+ Kd3 Qce4#,black
d4 d5 c4 e6 Bf4 Nf6 e3 Nc6 a3 dxc4 Bxc4 e5 dxe5 Qxd1+ Kxd1 Ng4 Ke2 Ncxe5 Ba2 b6 Nf3 Ba6+ Kd2 Nxf3+ gxf3 Nxf2 Re1 Nd3 Rg1,black
e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 Nf3 c5 Be3 Qb6 b3 Nc6 Be2 cxd4 Bxd4 Nxd4 Qxd4 Qxd4 Nxd4 Bb4 Kd2 Nxe5 a3 Ba5 Nf3 Nxf3+ Bxf3 O-O Kd3 Bxc3 Kxc3 Bd7 h4 Bc6 Kd4 Rfe8 Rhe1 f6 c4 Rad8 c5 e5+ Kc3 e4 Bh5 d4+ Kd2 g6 Be2 f5 Bc4+ Kg7 b4 e3+ fxe3 dxe3+ Ke2 Rd2+ Kf1 Rf2+ Kg1 Rxg2+ Kh1 Rc2+,black
d4 d5 c4 c6 Nf3 Bf5 Nc3 e6 Bg5 Be7 Bf4 Bd6 Bxd6 Qxd6 Nh4 Ne7 e3 Nd7 c5 Qc7 Bd3 Bxd3 Qxd3 g5 Nf3 g4 Nh4 f5 g3 Nf6 b4 a6 Ng2 Ng6 Ne2 e5 Qxf5 O-O Qg5 Ne4 Qxg4 Nxf2 Qe6+ Kg7 Rf1 Nd3+ Kd2 e4 Nef4 Nxb4 Qxg6+ hxg6 Ne6+ Kh6 Nxc7 Rac8 Rxf8 Rxf8 Ke2 Rf7 Ne6 g5 h4 gxh4 Ngf4 h3 Rh1 Kh7 Rxh3+ Kg8 a3 Nc2 Rh4 Nxa3 Rg4+ Kh7 Ng5+ Kh6 Nxf7+ Kh7 Ne6,white
e4 e5 Nf3 Nc6 Bc4 Bc5 a3 Nf6 Nc3 d6 h3 O-O b4 Bb6 d3 a5 Bg5 axb4 axb4 Rxa1 Qxa1 Nxb4 Qb2 Nc6 Nd5 Be6 Bxf6 gxf6 Nxb6 cxb6 Bxe6 fxe6 O-O d5 exd5 exd5 Qb3 Na5 Qb5 Qd6 Rb1 Qc6 Qxb6 Qxc2 Re1 Qc3 Qe6+ Kh8 Qxd5 Nc6 Qd6 Kg7 Qd7+ Rf7 Qg4+ Kh8 Rd1 b5 Qe6 Kg7 Nh4 Nd4 Nf5+ Nxf5 Qxf5 b4 Qg4+ Kf8 Rb1 b3 Qc4 Qxc4 dxc4 Rb7 Kf1 Ke7 Ke2 Kd6 Kd3 Kc5 f3 Rb4 g4 b2 Kc3 Rxc4+ Kxb2 Rb4+ Kc2 Rxb1 Kxb1 Kd4 Kc2 Ke3 h4 Kxf3 g5 fxg5 hxg5 e4 Kd2 Kf2,black
e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 Qxf3 dxe5 Bc4 Qf6 Qxf6 Nxf6 Nc3 c6 O-O Bc5 Bg5 Nbd7 h3 b5 Bb3 a5 a4 b4 Na2 h6 Bxf6 Nxf6 Rae1 O-O Kh2 g5 Nc1 Bd4 Nd3 Kg7 f3 c5 Bc4 h5 b3 h4 Rd1 Rfd8 Nc1 Be3 Ne2 Nh5 Rd3 Rxd3 Bxd3 Nf4 Nxf4 Bxf4+ Kh1 Rd8 Rd1 Kf6 Be2 Rd4 Rxd4 exd4 Kg1 Bg3 Bc4 Ke7 Kf1 f6 Ke2 Kd6 Kd3 Ke5 Ke2 Bf4 Bd5 Be3 Kd3 Kf4 Ke2 Kg3 Kf1 Kf4 Bc4 f5 Bd3 fxe4 Bxe4 Bc1 Bd5 Ke3 Be4 Bb2 Bg6 Kd2 Bf5 Bc1 Bg6 Kc3 Bf5 c4 bxc4 Kxc4 Bd3+ Kc3 Ke2 Bf4 Kd1 b3 cxb3 Kxb3 Bb5 d3 Bc6 Kc3 Bb5 Kd4 Ke1 Ke3 Kf1 Bg3 Bc4 Kd4 Bb5 Kc3 Bc6 d2 Ke2 Kc2 Be4+ Kc1,black
Nf3 d5 c4 d4 e3 dxe3 fxe3 Bg4 Qb3 Bxf3 gxf3 b6 d4 e6 Nc3 Qh4+ Ke2 Nd7 Bd2 c6 Be1 Qh5 Bg3 Be7 Ne4 f5 Nd6+ Bxd6 Bxd6 Ngf6 Re1 Ne4 Qa3 c5 Be5 Nxe5 dxe5 Ng3+ hxg3 Qxh1 Qa4+ Ke7 Rd1 Rhd8 Rxd8 Rxd8 Qxa7+ Rd7 Qxb6 Qh2+ Ke1 Qxg3+ Ke2 Qh2+ Ke1 Qd2#,black
e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Bd2 Qb6 Nf3 Bg4 Na4 Qc7 h3 Bxf3 Qxf3 e6 Bd3 Nf6 c4 Be7 Nc3 Nbd7 g4 O-O-O g5 Ne8 Qxf7 Nb6 Qxe6+ Kb8 Be3 g6 O-O-O Ng7 Qf7 Nh5 Ne2 Ka8 Kb1 Rd7 Nf4 Nxf4 Bxf4 Bd6 Bxd6 Qxd6 Qf3 Qxd4 Bxg6 Qxc4 Qf6 Rb8 Rxd7 Nxd7 Qd6 hxg6,black
d4 d5 e3 Nf6 Bd3 e6 f4 c5 c3 c4 Bc2 Nc6 Nf3 Bd7 Nbd2 Bd6 Ne5 O-O O-O h6 Qf3 Nh7 e4 Bxe5 fxe5 Ng5 Qg4 Qb6 Kh1 g6 exd5 Na5 dxe6 Bxe6 Qg3 Bd5 h4 Ne6 Bxg6 fxg6 Qxg6+ Ng7 Rf6 Qd8 Nf1 Rc8 Bxh6 Rc7 Ne3 Be4 Qxe4 Rxf6 exf6 Qxf6 Bg5 Qe6 Qxe6+ Nxe6 Bf6 Rf7 Be5 Nc6 Bg3 Ne7 Nxc4 Nf5 Bf2 Nf4 g3 Nd3 Kg2 b5 Ne5 Nxe5 dxe5 Rg7 e6 Nxh4+ Kh3 Nf5 g4 Nh6 Rg1 Kf8 Bc5+ Ke8 Rf1 Rg8 g5 Kd8 gxh6 Kc7 e7 Rh8 Kg4 Kd7 Rf8 Rxh6 e8=Q+,white
d4 b6 e4 Bb7 Nc3 e6 f3 Bb4 Ne2 d5 e5 Qh4+ g3 Qh5 Bg2 Ne7 a3 Bxc3+ Nxc3 O-O O-O c5 f4 Qg6 Ne2 Ba6 Re1 Bxe2 Rxe2 Nbc6 c3 Rac8 Be3 c4 Rf2 Nf5 Qf3 h5 Raf1 b5 Rd2 a5 Bf2 b4 axb4 axb4 h3 Rb8 g4 hxg4 hxg4 Nh6 Bh3 bxc3 bxc3 Rb3 Kh2 Ra8 f5 Qg5 Be3 Qh4 Bf2 Nxg4+ Qxg4 Qxg4 Bxg4 Rxc3 fxe6 f6 exf6 gxf6 Rg1 Raa3 Bf5+ Kf8 Rg6 Ke7 Bg3 Rf3 Rg7+ Kf8 Rf7+ Ke8 Bd6 Ne7 Rxe7+ Kd8 Rd7+ Kc8 Bxa3 Rxf5 Bd6 c3 Ra2 Rh5+ Kg3 Rg5+ Kf4 c2 Ra8#,white
e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6 d4 exd4 Qxd4 f6 Be3 Bg4 e5 Bxf3 exd6 Bd5 c4 Bf7 Re1 Be6 Bf4 Kf7 Nc3 Ne7 Rxe6 Kxe6 Re1+ Kf7 Rxe7+ Kf8 c5 cxd6,white
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 h3 h6 c3 a6 d4 exd4 cxd4 Ba7 Nc3 Nf6 e5 dxe5 dxe5 Qxd1 Rxd1 Nd7 e6 Nde5 exf7+ Nxf7 Nd5 Bb6 Bf4 O-O Nxc7 g5 Nxa8 Bxf2+ Kxf2 gxf4 Nb6 Na5 Bxf7+ Kxf7 Ne5+ Kf6 Ned7+,white
e4 e6 d4 d5 Nc3 Bb4 exd5 exd5 Nf3 Bg4 Be2 Nc6 h3 Bh5 O-O Nf6 Bg5 Be7 Bb5 O-O g4 Bg6 Re1 Ne4 Nxe4 Bxe4 Bxe7 Nxe7 Ng5 Bg6 c3 c6 Bd3 Qd6 h4 Rae8 h5 Bxd3 Qxd3 f5 Kh1 h6 Ne6 Rf6 Qe2 Nc8 gxf5 Rxf5 Qg4 Rf7 Nxg7 Rxe1+ Rxe1 Rxg7 Re8+,white
e4 c5 f4 d6 Nf3 Nc6 Nc3 e6 Bb5 Be7 Bxc6+ bxc6 d4 cxd4 Nxd4 c5 Nc6 Qc7 Nxe7 Qxe7 Be3 Nf6 Qf3 Bb7 O-O-O O-O g4 Rad8 g5 Nd7 Nb5 Nb6 h4 a6 Nc3 d5 exd5 Nxd5 Nxd5 Bxd5 Rxd5 Rxd5 Re1 Rfd8 Bf2 Rd2 f5 Qd6 Bg3 Qd5 Qh5 Qxa2 Qxf7+ Kxf7 fxe6+ Ke7 Bd6+ R8xd6,black
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 Nf6 Nc3 O-O f3 a6 Qd2 d6 O-O-O Bd7 Kb1 Rc8 g4 Ne5 b3 b5 cxb5 axb5 Bxb5 Bxb5 Ncxb5 Nc6 Nxc6 Rxc6 Rc1 Ra6 Nc7 Ra3 Qb4 Ra8 Nxa8 Qxa8 Bd4 Rb8 Qd2 Qa3 Qb2 Qb4 g5 Nd7 Bxg7 e5 Bf6 Nc5 Rc4 Qb5 Rd1 Rb6 Rd5 Kf8 Rcxc5 Qf1+ Qc1 Qxc1+ Kxc1,white
d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 cxd5 exd5 Qc2 Qd6 e4 dxe4 Nxe4 Nxe4 Qxe4+ Qe6 Bd3 Bb4+ Bd2 Bxd2+ Kxd2 Qxe4 Bxe4 O-O Rad1 Bg4 h3 f5 Ne5 Bxd1,black
c4 b6 Nc3 c5 g3 Bb7 e4 Nf6 Bg2 d6 Nge2 g6 O-O Nbd7 d4 Bg7 e5 dxe5 dxe5 Bxg2 exf6 Bxf1 fxg7 Rg8 Qxf1 Ne5 Bh6 e6 Qg2 g5 Rd1 Qe7 Qxa8+,white
d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 a3 Bg4 Bf4 Bc5 b4 Nxb4 axb4 Bxb4+ Nbd2 d3 Qa4+ Qd7 Qxb4 Rd8 exd3 Ne7 Be2 Ng6 Bg5 Bxf3 Nxf3 Ra8 O-O b6 d4 a5 Qa3 h6 Be3 Qg4 d5 h5 Nd4 Qd7 e6 fxe6 Nxe6 h4 Qd3 Ne5 Qf5 Qd6 Bf4 h3 Bxe5 Qe7 Nxg7+ Kd8 Bf6,white
d4 Nf6 c4 e6 Nf3 c5 e3 d5 cxd5 exd5 Nc3 cxd4 Nxd4 Bc5 Be2 O-O O-O Nc6 a3 Nxd4 exd4 Bb6 Bb5 Bf5 Be3 Rc8 Qb3 a6 Be2 Re8 Bf3 Be4 Nxe4 dxe4 Be2 Nd5 Bc4 Nxe3 fxe3 Re7 Rxf7 Rxf7 Bxf7+ Kh8 Rf1 Bxd4 exd4 Qxd4+ Kh1 Qf2 Qd1 Qxb2 Qd7 Qc3 Be6 Rb8 Qe7 h6 Rf8+ Rxf8 Qxf8+ Kh7 Qg8+ Kg6,white
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f3 e5 Nb3 Be6 Be3 Nbd7 Qd2 Be7 O-O-O b5 g4 b4 Ne2 d5 g5 d4 Bxd4 exd4 gxf6 Nxf6 Nexd4 a5 Nxe6 fxe6 Bb5+ Kf7 Qxd8 Rhxd8 Rxd8 Bxd8 Rd1 Bb6 a4 bxa3 bxa3 Rd8 Rxd8 Bxd8 Kd2 e5 Kd3 Nh5 Kc4 Ke6 Be8 Nf4 Kb5 Be7 a4 Bb4 Nxa5 Be1 Nc4 Bf2 a5 Bg1 a6,white
e4 Nc6 Nf3 f5 e5 d5 d4 Be6 Ng5 Qd7 Bb5 O-O-O Nc3 h6 Nxe6 Qxe6 O-O g5 f4 a6 a4 axb5 axb5 Nb8 Ra8 g4 Qe2 Qb6 Na4 Qxd4+ Be3 Qb4 Bc5 Qe4 Qxe4 dxe4 Ba7 e6 Rxb8+ Kd7 Rd1+ Bd6 Rxd8+ Kxd8 exd6 c6 bxc6 bxc6 Nc5 Nf6 Bb6+ Ke8 d7+ Ke7 d8=Q+ Rxd8 Bxd8+ Kf7 Bxf6 Kxf6 Na6 e5 g3 exf4 gxf4 h5 Nb8 c5 Nd7+ Ke6 Nxc5+ Kf6 b4,white
e4 c5 Nf3 Nc6 c3 e5 d4 cxd4 cxd4 exd4 Nxd4 Nxd4 Qxd4 Qa5+ Bd2 Qc5 Qxc5 Bxc5 Nc3 Nf6 h3 d6 Bb5+ Bd7 Bxd7+ Kxd7 O-O-O a6 e5 dxe5 Bg5+ Ke6 Rhe1 Bxf2 Re2 Bb6 Na4 Rac8+ Kb1 Rc6 Bf4 Bc7 Nc3 Nd7 g4 f6 Nd5 g5 Bc1 h5 Nxc7+ Rxc7 Red2 hxg4 Rd6+ Ke7 hxg4 Rhc8 Be3 Nb8 Rb6 Nd7 Rbd6 Rd8 Bb6 Nxb6 Rxd8 Rd7 R8xd7+ Nxd7 Kc2 Ke6 b4 Nb6 Kc3 Nd5+ Kc4 Ne3+ Kc5 Nxd1 Kb6 e4 Kxb7 e3 Kxa6 e2 b5 e1=Q b6 Qe2+ Ka7 Qxa2+,black
e4 c5 Nf3 e6 d3 d5 Nc3 Nf6 Bg5 Be7 Qd2 O-O g3 Nc6 Bg2 dxe4 Nxe4 Nxe4 dxe4 Bxg5 Nxg5 Qxd2+ Kxd2 Rd8+ Ke3 Nd4 Rac1 f6 Nf3 Nxf3 Bxf3 e5 Rhd1 Be6 b3 Kf7 Be2 Ke7 f4 exf4+ gxf4 a6 Rg1 g6 f5 gxf5 Rg7+ Kf8 Rxb7 Rd7 Rxd7 Bxd7 Rd1 Ke7 Rg1 Kf7 Bc4+ Be6 Bd3 fxe4 Bxe4 Re8 Kf4 c4 Bxh7 Ke7 Bf5 Bf7 Re1+ Kf8 Rxe8+ Kxe8 Ke3 cxb3 axb3 a5 h4 Ke7 Kd4 Kd6 c3 Bxb3 h5 a4 h6 Bg8 c4 a3 Bb1 Bh7 Ba2 f5 c5+ Kc6 Ke5 f4 Kxf4 Kxc5 Kg5 Kb4 Kf6 Kc3 Kg7 Bc2 h7 Bxh7 Kxh7 Kb2 Bg8 a2 Kh8,black
d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Bf4 Nc6 e3 Bf5 Qb3 Qb6 Qxb6 axb6 Bc7 Nb4 Rc1 Nc2+ Kd1 Nb4 a3 Nd3 Bxd3 Bxd3 Bxb6 e6 Bc7 Kd7 Bf4 Bd6 Bxd6 Kxd6 Nf3 Ng4 Ke1 Rhc8 h3 Nh6 Kd2 Bc4 Ne5 b5 Nxc4+ bxc4 Nb5+ Kd7 Nc3 Rcb8 Rb1 Rb3 Na2 Rd3+ Ke2 Rb3 Rhc1 Nf5 Rc3 Rb7 Nb4 Nd6 g3 Ne4 Rcc1 g5 Na2 Rb3 Nc3 f5 Nxe4 fxe4 Rc3 Rb7 Kd2 h5 Kc2 Rf8 a4 Rf3 Rf1 Kd6 Kd2 Rb4 Ra3 Rxb2+ Ke1 Kc6 a5 Kb7 a6+ Ka7 Ra5 c3 Rc5 Rb1+ Ke2 Rb2+ Ke1 c2 Rc3 Rb1+ Ke2 Rb2 Rc1 Kxa6 R3xc2 Rxc2+ Rxc2 Kb6 Rc8 h4 gxh4 gxh4 Re8 Rxh3 Rxe6+ Kb5 Re5 Kc4 Rh5 Rh1 f3 Rh2+ Kf1 exf3 Kg1 Re2 Rxh4 Rxe3 Kf2 Re4 Rh3 Rxd4 Rxf3 Rd2+ Ke3 Ra2 Rf4+ Kc3 Rd4 Re2+ Kxe2 Kxd4 Kd2 Kc4 Kc2 d4 Kd1 Kd3 Kc1 Ke2,black
d4 Nf6 c4 e6 Nc3 Bb4 Bf4 O-O e3 c5 dxc5 Bxc3+ bxc3 Nc6 Nf3 Ne4 Qc2 Nxc5 Bd6 Ne7 Bxc5 d6 Ba3 Bd7 Bxd6 Rc8 Bd3 Re8 Bxh7+ Kh8 Ng5 g6,white
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O Na5 Nxe5 d6 Nxf7 Qe7 Nxh8 Nxc4 dxc4 Qf8 c3 Qxh8 b4 Bb6 e5 Ng8 exd6 cxd6 Re1+ Ne7 Bg5 Bd8 Qxd6 Qf8 Na3 a6 Rad1 Bf5 Rxe7+ Bxe7 Re1 Rd8 Rxe7+,white
Nf3 f5 g3 Nf6 Bg2 g6 O-O Bg7 d3 O-O Nc3 d6 e4 fxe4 Nxe4 Nc6 c3 e5 h3 Nxe4 dxe4 Be6 Ng5 Bd7 Qb3+ Kh8 Nf7+ Rxf7 Qxf7 Qc8 Kh2 Be6 Qf3 Qd7 b3 Rf8 Qe2 Ne7 Bb2 Ng8 Rad1 Nh6 c4 b6 f4 Nf7,white
e4 e5 c3 Nf6 d3 Be7 Nf3 Nc6 b4 a6 Bb2 d5 exd5 Nxd5 Nfd2 O-O Be2 Nf4 Ne4 Nxg2+ Kd2 Bf5 Kc2 Nf4 Bf3 Bg6 Bc1 f5 Bxf4 fxe4 Bg4 exd3+ Kb2 exf4 Be6+ Kh8 Nd2 Bf6 a3 Qd6 Bb3 Rfe8 Qf3 Re2 Rad1 Qe5,black
d4 Nf6 Nf3 g6 e3 Bg7 Bd3 d6 c3 O-O O-O b6 e4 Ba6 e5 Ne8 Bg5 Bxd3 Qxd3 h6 Bf4 Nc6 Qe3 g5 Bg3 e6 Nbd2 d5 h4 Ne7 hxg5 Nf5 Qf4 hxg5 Nxg5 Bh6 Ndf3 Neg7 Qg4 f6 Nxe6 Qe7 Nxf8 Rxf8 exf6 Rxf6 Be5 Re6 Bxg7 Nxg7 Ne5 Qf6 f4 Qf5 Rae1 Rf6 Qxf5 Rxf5 g4 Rxf4 Rxf4 Bxf4 Rf1 Be3+ Kg2 c5 dxc5 bxc5 Nc6 Ne6 Ne7+ Kh7 Nxd5 Bg5 Rf7+ Kg6 Rxa7 Bc1 Rb7 Kg5 b4 c4 Kf3 Ba3 Ra7 Bc1 a4 Kg6 a5 Ng5+ Kg2 Bd2 Ra6+ Kg7 Rc6 Ne4 Rxc4 Nd6 Rc7+ Kf8 a6 Nb5 Rb7,white
e4 c5 Bc4 Nc6 Nf3 d6 d4 cxd4 Nxd4 g6 Nxc6 bxc6 Qf3 Nf6 e5 Nd5 Bxd5 cxd5 Qxd5 Be6 Qc6+ Bd7 Qb7 Bg7 exd6 exd6 O-O O-O Bf4 Rb8 Qxa7 Bxb2 Nd2 Bxa1 Rxa1 Bf5 c4 Qb6 Qxb6 Rxb6 Nb3 Be6 c5 dxc5 Nxc5 Rb4 Bd6 Re8 Nxe6 Re4 g3 R4xe6 Bf4 Re1+ Rxe1 Rxe1+ Kg2 Ra1 Kf3 Rxa2 Kg4 Kg7 Be5+ f6 Bd4 Kf7 Kf3 Ra3+ Ke4 Ra4 Kd5 f5 h4 Ra5+ Kc6 Ke6 Be3 h5 Kb6 Re5 Kc6 Re4 Kc5 Kf6 Kd5 Re5+ Kd4 Ke6 Bf4 Re4+ Kd3 Kd5 Be3 Ke5 Ba7 Ra4 Be3 Ra3+ Kc4 Ke4 Kc5 Rxe3 fxe3 Kxe3 Kd5 Kf3 Ke5 Kxg3 Kf6 Kxh4 Kxg6 f4 Kf5 f3,black
e4 c6 d4 d5 exd5 cxd5 Nc3 Nf6 Nf3 Bf5 Be3 Nc6 Bd3 Bxd3 Qxd3 e6 O-O Be7 Rfe1 O-O Ne2 Rc8 c3 a6 Nf4 b5 b4 Qb6 a4 Ne4 a5 Qb8 Nd2 Nxd2 Bxd2 Bd6 Qe3 Ne7 Rac1 Nf5 Qf3 Rc4 g3 Rfc8 Ng2 Be7 Ne3 Nxe3 Qxe3 Qc7 Qf3 Bf6 Rc2 Bxd4 Bf4 Qd8 Rec1 Bf6 h4 e5 Bd2 e4 Qe3 Qe7 f3 Bd4 cxd4 Rxc2 Rxc2 Rxc2 fxe4 Qxe4 Qxe4 dxe4 Be1 Rc1 Kf2 Kf8 Bd2 Rc2 Ke3 f5 Ke2 Ke7 Kd1 Rc4 Ke2 Ke6 Ke3 g6 g4 Kd5 gxf5 gxf5 Kf4 Rc2 Be3 h5 Kxf5 Re2 Bg1 e3 Kf4 Rg2 Bxe3 Rg4+ Kf5 Rxh4 Kg5 Rh3 Bf2 Ke4 Bg1 Rg3+ Kxh5 Rxg1 d5 Kxd5,black
d4 Nf6 e3 b5 Bxb5 Bb7 Nf3 e5 dxe5 Ke7,white
d4 Nf6 Nf3 g6 Nc3 Bg7 e4 O-O e5 Ne8 h4 d6 h5 c6,white
e4 c5 c3 d5 exd5 Qxd5 d4 cxd4 cxd4 Nc6 Be3 e5 Nc3 Bb4 Nf3 Bg4 Be2 exd4 O-O O-O-O Nxd5 dxe3,white
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb3 d6 Be3 Nf6 f3 Be7 c4 O-O Nc3 Be6 Be2 h6 O-O Nh7 Nd5 Bg5 f4 exf4 Bxf4 Ne5 Nd4 Bxd5 cxd5 Qb6 b3 Ng6 Bxg5 Nxg5 Bf3 Rfe8 Re1 Ne5 Kh1 Ngxf3 gxf3 Rac8 Rg1 Rc3 Qd2 Nxf3 Qxc3 Qxd4 Qxf3,white
d4 d5 c4 Nc6 Nc3 e6 Nf3 h6 cxd5 exd5 e3 a6 Be2 Nf6 Ne5 Qd6 Qa4 Bd7 Qb3 Nxe5 dxe5 Qxe5 Qxb7 Rc8 f4 Qf5 O-O Bd6 Bxa6 O-O Nb5 Rb8 Nxd6 cxd6 Qa7 Bc6 Qd4 Ng4 Bd2 Rfe8 h3 Nf6 Rac1 Bb5 Bxb5 Rxb5 Bc3 Re4 Qd3 Rb8 b3 Rbe8 Bd4 Nh5 g4 Qe6 f5 Qd7 gxh5 f6 Qa6 Qf7 Qxd6 Qxh5 Rc7 Qxh3 Rxg7+ Kxg7 Qxf6+,white
e4 d5 exd5 Nf6 Nf3 Qxd5 Nc3 Qh5 Be2 Bg4 O-O Nc6 h3 Bxf3 Bxf3 Qc5 d4 Qxd4 Bxc6+,white
e4 g6 d4 Bg7 c3 c5 e5 d6 f4 cxd4 cxd4 dxe5 fxe5 Nc6 Nf3 Bg4 Bb5 Bxf3 Qxf3 Rc8 Be3 e6 Nc3 Ne7 Ne4 Nf5 Bf2 Qd5 Rd1 Qxb5 g4 Qb4+ Rd2 Nfxd4 Qd3 Bxe5,black
e4 c5 f4 d6 Nf3 Nc6 Bb5 Bd7 d3 a6 Bxc6 Bxc6 O-O Nf6 e5 dxe5 fxe5 Nd5 Ng5 Qb6 Nxf7 Rg8 c4 Nc7 Nc3 Ne6 Qg4 Nd4 Bg5 Qxb2 Nd5 Bxd5 cxd5 h6 Bxh6 Qb6 Rab1 Qxb1 Rxb1 Kxf7 Be3 Ke8 Bxd4 cxd4 Rxb7 Rc8,white
e4 e6 d4 d5 exd5 exd5 Bd3 Bd6 h4 Nf6 Nh3 O-O Be3 Re8 Nd2 Ng4 Qf3 Nxe3 fxe3 Qxh4+ Nf2 Qg3 Bxh7+ Kf8 Ke2 Qxf3+ gxf3 Nc6 c3 Be6 Bc2 Ke7 Rag1 g6 e4 Bf4 Nb3 Rh8 Nc5 dxe4 fxe4 Bc4+ Kf3 Bh6 b3 b6 Na4 Bb5 Nb2 Ba6 e5 Rad8 Be4 Na5 Rd1 c5 d5 Bg7 Ng4 Bc8 Nd3 c4 bxc4 Nxc4 d6+ Kf8 Rxh8+ Bxh8 Kf4 Bxg4 Kxg4 Nxe5+ Nxe5 Bxe5 c4 Rxd6,black
d4 d5 Nf3 Nf6 e3 c5 c3 Nc6 Bd3 Bg4 Nbd2 e6 h3 Bh5 g4 Bg6 Bxg6 hxg6 Nf1 Nxg4 Ng3 Nh6 Bd2 cxd4 exd4 Bd6 Qe2 Nf5 Nxf5 gxf5 O-O-O Qa5 Kb1 O-O-O Rdg1 g6 Bg5 Rd7 Bf6 Rh5 Ne5 Nxe5 Bxe5 a6 Bxd6 Rxd6 Qe5 Qc7 Qe3 Rd8 Rg5 Rdh8 Rxh5 Rxh5 f4 Rh4 Qg3 Qe7 Re1 Qf6 Re5 b5 b4 Qh8 Re3 Qh6 Rf3 f6 a3 g5 fxg5 Qxg5 Qxg5 fxg5 Re3 Kd7 Kc2 Kd6 Kd3 f4 Rf3 e5 dxe5+ Kxe5,black
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Nf3 c5 d5 e6 dxe6 fxe6 Bd3 Nc6 O-O Kh8 Qe1 d5 cxd5 exd5 f5 dxe4 Bxe4 Nxe4 Nxe4 Bxf5 Ng3 Bd3 Rf2 Nd4 Nxd4 Bxd4 Be3 Bxe3 Qxe3 Rxf2 Qxf2 Qd6 Rd1 c4 Qd2 Rf8 b3 b5 a4 a6 Qc3+ Qf6 Qxf6+ Rxf6 axb5 axb5 bxc4 bxc4 Nf1 Kg7 Rc1 Rxf1+ Rxf1 Bxf1 Kxf1 Kf6 Ke1 Ke5 Kd2 Kd4 Kc2 g5 Kd2 h5 Kc2 h4 Kd2 g4 h3 g3 Kc2 Ke3 Kc3 Kf2 Kxc4 Kxg2 Kd3 Kxh3 Ke2 g2 Kf2 Kh2,black
e4 c6 Bc4 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Nxd7 Nf3 e5 O-O e4 Nd4 Bc5 c3 Bxd4 cxd4 Qb6 d3 Qxd4 Qb3 exd3 Qxb7 Rb8 Qc6 Ne7 Nc3 Nxc6 Be3 Qg4 Nxd5 Rxb2 Nc7+ Kd8 Nd5 Qc4 Nf4 d2 Rad1 Qxa2 g3 Nde5 Kg2 Ng4 Bc5 g5 Nh5 Qd5+ Kh3 Qf5 Be3 Nxe3+ g4 Qxg4#,black
d4 Nf6 e3 d5 Bd3 c5 c3 Nc6 a3 e5 dxe5 Nxe5 Bc2 Bd6 Nf3 Nxf3+ Qxf3 Bg4 Ba4+ Kf8 Qxg4 Nxg4 O-O Bxh2+ Kh1,black
e4 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Nf3 Nc6 Be2 e5 d3 Bc5 O-O Bf5 Be3 O-O Nh4 Bg6 Nxg6 fxg6 Bf3 Qd7 Bxc5 Rf7 Bg4 Qe8 c3 b6 Ba3 Rd8,white
e4 e6 d4 d5 exd5 exd5 c4 Nf6 Nf3 Bg4 h3 Bh5 g4 Bg6 Ne5 Ne4 Bg2 Qh4 O-O Bd6 f4 h5 Nxg6 fxg6 cxd5 Nf6 Re1+ Kf7 g5 Ng8 Qe2 Ne7 Qe6+ Kf8 Nc3 Na6 Nb5 Nf5 Nxd6 cxd6 Qxg6 Qxe1+ Kh2 Qg3+ Kg1 Qxg2+,black
